"Id";"Created";"Updated";"ConstellationId";"WormholeId";
"83";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000049";"16";
"84";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000050";"16";
"85";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000051";"16";
"86";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000052";"16";
"87";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000053";"16";
"88";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000054";"16";
"89";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000055";"21";
"90";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000056";"21";
"91";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000057";"21";
"92";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000058";"21";
"93";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000059";"21";
"94";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000055";"38";
"95";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000056";"38";
"96";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000057";"38";
"97";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000058";"38";
"98";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000059";"53";
"99";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000060";"6";
"100";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000061";"6";
"101";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000062";"6";
"102";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000063";"6";
"103";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000064";"6";
"104";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000065";"6";
"105";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000066";"6";
"106";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000067";"6";
"107";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000068";"6";
"108";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000069";"6";
"109";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000070";"6";
"110";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000071";"6";
"111";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000072";"6";
"112";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000073";"6";
"113";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000074";"6";
"114";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000075";"6";
"115";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000060";"75";
"116";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000061";"75";
"117";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000063";"75";
"118";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000064";"75";
"119";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000065";"75";
"120";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000066";"75";
"121";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000067";"75";
"122";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000068";"75";
"123";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000069";"75";
"124";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000070";"75";
"125";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000071";"75";
"126";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000072";"75";
"127";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000073";"75";
"128";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000074";"75";
"129";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000075";"75";
"130";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000076";"59";
"131";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000077";"59";
"132";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000078";"59";
"133";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000079";"59";
"134";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000080";"59";
"135";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000081";"59";
"136";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000082";"59";
"137";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000083";"59";
"138";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000084";"59";
"139";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000085";"59";
"140";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000086";"59";
"141";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000087";"59";
"142";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000088";"59";
"143";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000089";"59";
"144";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000090";"59";
"145";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000091";"59";
"146";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000092";"59";
"147";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000093";"59";
"148";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000094";"59";
"149";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000095";"59";
"150";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000096";"59";
"151";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000097";"59";
"152";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000098";"59";
"153";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000099";"59";
"154";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000100";"59";
"155";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000101";"59";
"156";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000102";"59";
"157";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000103";"59";
"158";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000104";"59";
"159";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000105";"59";
"160";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000106";"18";
"161";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000107";"18";
"162";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000108";"18";
"163";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000109";"18";
"164";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000110";"18";
"165";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000111";"18";
"166";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000112";"18";
"167";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000113";"18";
"168";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000114";"18";
"169";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000115";"18";
"170";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000116";"18";
"171";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000117";"18";
"172";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000118";"18";
"173";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000119";"18";
"174";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000120";"18";
"175";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000121";"18";
"176";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000122";"59";
"177";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000123";"59";
"178";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000124";"59";
"179";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000125";"59";
"180";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000126";"59";
"181";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000127";"59";
"182";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000128";"59";
"183";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000129";"30";
"184";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000130";"30";
"185";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000131";"30";
"186";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000132";"30";
"187";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000133";"30";
"188";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000134";"30";
"189";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000135";"30";
"190";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000136";"30";
"191";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000137";"30";
"192";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000138";"30";
"193";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000139";"30";
"194";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000140";"30";
"195";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000141";"30";
"196";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000142";"30";
"197";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000143";"30";
"198";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000144";"59";
"199";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000145";"59";
"200";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000146";"59";
"201";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000147";"59";
"202";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000148";"59";
"203";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000149";"59";
"204";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000150";"59";
"205";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000151";"59";
"206";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000152";"59";
"207";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000153";"42";
"208";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000154";"42";
"209";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000155";"42";
"210";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000156";"42";
"211";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000157";"42";
"212";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000158";"42";
"213";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000159";"42";
"214";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000160";"42";
"215";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000161";"42";
"216";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000162";"61";
"217";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000163";"61";
"218";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000164";"61";
"219";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000165";"61";
"220";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000166";"49";
"221";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000167";"49";
"222";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000168";"49";
"223";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000169";"49";
"224";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000170";"49";
"225";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000171";"49";
"226";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000172";"49";
"227";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000173";"68";
"228";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000174";"68";
"229";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000175";"68";
"230";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000176";"68";
"231";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000177";"68";
"232";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000178";"68";
"233";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000179";"68";
"234";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000180";"68";
"235";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000181";"68";
"236";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000182";"68";
"237";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000183";"68";
"238";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000184";"68";
"239";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000185";"68";
"240";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000186";"68";
"241";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000187";"68";
"242";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000188";"68";
"243";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000189";"68";
"244";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000190";"68";
"245";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000191";"68";
"246";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000192";"68";
"247";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000193";"68";
"248";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000194";"68";
"249";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000195";"12";
"250";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000196";"12";
"251";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000197";"12";
"252";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000198";"12";
"253";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000199";"12";
"254";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000200";"12";
"255";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000201";"12";
"256";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000202";"12";
"257";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000203";"12";
"258";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000204";"12";
"259";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000205";"12";
"260";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000206";"12";
"261";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000207";"12";
"262";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000208";"12";
"263";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000209";"12";
"264";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000210";"12";
"265";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000211";"12";
"266";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000212";"12";
"267";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000213";"26";
"268";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000214";"26";
"269";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000215";"26";
"270";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000216";"26";
"271";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000217";"26";
"272";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000218";"26";
"273";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000219";"26";
"274";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000220";"26";
"275";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000221";"26";
"276";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000222";"26";
"277";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000223";"26";
"278";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000224";"26";
"279";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000225";"26";
"280";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000226";"26";
"281";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000227";"12";
"282";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000228";"12";
"283";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000229";"12";
"284";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000230";"12";
"285";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000231";"12";
"286";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000232";"25";
"287";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000233";"70";
"288";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000234";"15";
"289";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000235";"15";
"290";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000236";"25";
"291";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000237";"15";
"292";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000238";"15";
"293";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000239";"70";
"294";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000240";"25";
"295";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000241";"25";
"296";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000242";"25";
"297";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000243";"25";
"298";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000244";"25";
"299";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000245";"25";
"300";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000246";"25";
"301";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000247";"25";
"302";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000248";"25";
"303";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000249";"25";
"304";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000250";"25";
"305";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000251";"25";
"306";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000252";"25";
"307";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000253";"25";
"308";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000254";"25";
"309";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000255";"25";
"310";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000256";"64";
"311";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000257";"64";
"312";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000258";"64";
"313";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000259";"64";
"314";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000260";"64";
"315";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000261";"64";
"316";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000262";"64";
"317";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000263";"64";
"318";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000264";"64";
"319";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000265";"35";
"320";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000266";"35";
"321";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000267";"35";
"322";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000268";"35";
"323";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000269";"35";
"324";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000270";"35";
"325";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000271";"35";
"326";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000272";"35";
"327";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000273";"35";
"328";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000274";"25";
"329";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000275";"25";
"330";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000276";"25";
"331";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000277";"25";
"332";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000278";"25";
"333";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000279";"25";
"334";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000280";"25";
"335";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000281";"25";
"336";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000282";"25";
"337";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000283";"25";
"338";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000284";"25";
"339";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000285";"25";
"340";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000286";"20";
"341";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000287";"20";
"342";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000288";"20";
"343";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000289";"20";
"344";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000290";"20";
"345";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000291";"20";
"346";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000292";"20";
"347";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000293";"20";
"348";"2015-12-26 16:19:18";"2015-12-26 16:19:18";"21000294";"20";
